Price,Close,High,Low,Open,Volume
2022-03-18,9.25,10.5,8.5,9.25,7994
2022-03-21,9.0,10.0,8.0,10.0,5942
2022-03-22,9.5,10.0,8.5,10.0,3885
2022-03-23,9.25,9.75,8.75,9.5,1513
2022-03-24,9.25,9.75,9.0,9.0,3272
2022-03-25,9.75,10.25,9.0,10.0,11961
2022-03-28,9.75,10.25,9.5,9.75,5412
2022-03-29,9.75,10.0,8.75,9.25,5781
2022-03-30,9.25,10.0,9.25,9.25,6892
2022-03-31,9.5,9.75,9.25,9.75,2418
2022-04-01,9.25,9.5,9.0,9.5,2046
2022-04-04,8.5,9.25,8.5,9.0,3247
2022-04-05,9.0,10.25,8.5,10.25,7786
2022-04-06,8.75,9.75,8.75,8.75,14441
2022-04-07,9.25,9.5,7.5,9.5,14140
2022-04-08,8.5,8.75,7.25,8.5,18028
2022-04-11,8.25,8.5,7.75,8.5,3249
2022-04-12,8.25,8.25,7.75,8.25,731
2022-04-13,8.75,8.75,8.25,8.5,5393
2022-04-14,9.0,9.0,8.25,8.75,1238
2022-04-18,8.75,9.0,8.0,9.0,2867
2022-04-19,8.75,9.0,8.25,8.25,1558
2022-04-20,9.0,9.0,8.5,8.5,1699
2022-04-21,8.75,9.0,8.5,8.75,715
2022-04-22,8.5,8.75,8.5,8.75,697
2022-04-25,8.25,9.0,8.25,8.75,2559
2022-04-26,9.0,9.5,8.25,8.25,1560
2022-04-27,9.25,9.25,8.0,9.0,1428
2022-04-28,9.25,9.5,8.5,8.75,1438
2022-04-29,9.5,9.75,8.75,9.5,3288
2022-05-02,10.5,10.5,9.25,9.25,3778
2022-05-03,12.5,13.75,10.25,10.25,10919
2022-05-04,12.75,13.75,10.75,10.75,1419
2022-05-05,13.5,15.0,12.5,13.75,3706
2022-05-06,14.25,14.5,12.5,13.5,7534
2022-05-09,11.75,14.25,10.75,14.25,4270
2022-05-10,11.25,11.75,9.25,11.75,4460
2022-05-11,10.0,12.5,9.5,12.5,4361
2022-05-12,12.5,13.25,9.75,9.75,7620
2022-05-13,10.25,13.75,8.25,13.75,11888
2022-05-16,10.0,10.25,9.25,10.25,1962
2022-05-17,10.5,12.0,10.0,10.0,3355
2022-05-18,10.75,11.25,10.0,10.25,3429
2022-05-19,11.0,11.25,10.0,10.0,2489
2022-05-20,11.25,12.25,10.5,10.5,2847
2022-05-23,10.5,11.25,9.5,11.25,4937
2022-05-24,9.75,10.5,9.25,10.0,4577
2022-05-25,9.75,9.75,8.75,9.5,2967
2022-05-26,9.75,10.25,9.25,10.25,1249
2022-05-27,10.0,11.0,9.0,9.0,2596
2022-05-31,9.5,10.0,9.0,10.0,4767
2022-06-01,10.0,10.0,9.25,9.5,2054
2022-06-02,10.0,10.0,9.5,9.5,1762
2022-06-03,9.25,10.0,8.75,10.0,2516
2022-06-06,9.75,10.0,9.0,10.0,625
2022-06-07,9.25,9.75,9.25,9.75,1430
2022-06-08,9.75,9.75,9.25,9.5,1255
2022-06-09,11.0,11.25,9.5,9.5,3656
2022-06-10,11.0,11.5,10.5,10.5,1629
2022-06-13,9.75,10.75,9.0,10.0,2770
2022-06-14,9.75,10.0,9.0,9.0,1574
2022-06-15,9.5,10.0,9.0,9.5,2794
2022-06-16,9.0,9.5,8.75,9.5,4448
2022-06-17,9.25,9.5,8.75,9.25,972
2022-06-21,8.75,9.75,7.75,9.75,5113
2022-06-22,9.5,9.5,8.25,8.75,2989
2022-06-23,9.5,9.5,8.5,9.5,1816
2022-06-24,9.5,9.75,8.75,8.75,1890
2022-06-27,9.5,9.5,9.0,9.5,1094
2022-06-28,9.25,9.25,8.75,9.25,627
2022-06-29,8.75,9.5,8.25,9.25,1785
2022-06-30,8.75,11.25,8.5,8.75,12978
2022-07-01,8.75,9.5,7.75,8.75,4328
2022-07-05,9.25,9.5,8.5,8.75,1764
2022-07-06,10.0,10.0,9.25,9.25,5901
2022-07-07,10.0,10.75,9.5,10.0,2314
2022-07-08,9.75,10.25,9.75,10.0,1729
2022-07-11,9.5,10.0,9.25,9.5,1340
2022-07-12,9.5,10.0,9.25,9.75,2020
2022-07-13,9.75,10.0,9.5,9.5,182
2022-07-14,9.5,10.0,8.75,9.5,2281
2022-07-15,9.5,9.5,9.25,9.5,358
2022-07-18,9.75,10.0,8.25,9.5,1621
2022-07-19,9.5,10.0,9.25,9.25,1618
2022-07-20,9.5,9.75,9.0,9.25,3947
2022-07-21,9.75,10.0,9.25,9.5,1050
2022-07-22,9.75,9.75,9.5,9.75,1490
2022-07-25,9.75,9.75,9.25,9.5,1617
2022-07-26,9.5,9.75,9.25,9.25,831
2022-07-27,9.25,9.75,8.25,9.25,7058
2022-07-28,9.25,9.25,9.25,9.25,1384
2022-07-29,9.25,9.25,8.75,9.25,759
2022-08-01,8.5,9.25,8.25,9.25,2562
2022-08-02,8.75,8.75,8.5,8.75,667
2022-08-03,8.5,8.75,8.5,8.75,2832
2022-08-04,8.75,8.75,8.25,8.75,4655
2022-08-05,8.75,9.5,8.0,8.0,3814
2022-08-08,8.5,9.5,8.25,8.75,1190
2022-08-09,8.25,8.5,8.0,8.5,2789
2022-08-10,7.75,8.0,6.25,8.0,11340
2022-08-11,8.0,8.0,7.0,7.75,2973
2022-08-12,8.0,8.0,7.5,8.0,1064
2022-08-15,7.5,8.0,7.25,8.0,6412
2022-08-16,6.75,7.5,6.5,7.5,8533
2022-08-17,6.75,7.25,6.0,6.25,10595
2022-08-18,6.25,7.25,6.25,6.5,1647
2022-08-19,7.75,8.25,6.25,6.25,7057
2022-08-22,7.25,8.25,7.25,7.75,3493
2022-08-23,7.25,7.5,6.75,7.25,1128
2022-08-24,6.75,7.75,6.5,7.5,3147
2022-08-25,7.25,7.5,6.75,7.5,752
2022-08-26,7.5,7.5,7.0,7.5,670
2022-08-29,7.5,7.5,6.75,6.75,747
2022-08-30,6.75,7.5,6.75,7.5,1635
2022-08-31,7.0,7.5,7.0,7.25,1010
2022-09-01,6.75,7.5,6.75,7.0,1402
2022-09-02,6.5,7.5,6.5,6.75,2760
2022-09-06,6.25,7.5,6.25,7.5,1943
2022-09-07,6.5,6.5,6.25,6.25,2522
2022-09-08,6.5,6.5,6.25,6.5,751
2022-09-09,6.25,7.5,5.5,6.5,8884
2022-09-12,7.25,7.25,5.75,6.0,1400
2022-09-13,6.75,7.25,6.0,6.0,697
2022-09-14,6.25,6.75,6.0,6.25,1596
2022-09-15,6.5,6.5,5.75,6.0,1069
2022-09-16,6.25,6.25,5.0,5.0,766
2022-09-19,6.0,6.25,5.75,5.75,558
2022-09-20,6.0,7.0,5.75,6.0,1672
2022-09-21,6.75,7.25,6.0,6.0,5023
2022-09-22,6.75,7.0,6.25,6.75,2286
2022-09-23,6.25,6.75,6.0,6.25,1873
2022-09-26,6.5,6.75,6.25,6.25,944
2022-09-27,6.5,6.75,6.0,6.5,259
2022-09-28,6.0,6.25,6.0,6.25,1068
2022-09-29,6.75,6.75,6.0,6.75,981
2022-09-30,6.5,6.75,6.25,6.75,1032
2022-10-03,6.25,7.5,5.75,6.25,4017
2022-10-04,6.5,6.75,6.0,6.25,1331
2022-10-05,6.5,6.75,5.75,6.75,461
2022-10-06,6.5,6.5,6.5,6.5,125
2022-10-07,6.5,6.75,6.25,6.5,796
2022-10-10,6.25,6.75,5.75,6.75,1294
2022-10-11,6.75,6.75,5.5,6.0,534
2022-10-12,6.5,6.75,5.75,5.75,378
2022-10-13,6.0,6.5,6.0,6.5,1343
2022-10-14,6.0,6.0,5.5,6.0,647
2022-10-17,5.5,6.75,5.5,5.5,1480
2022-10-18,5.75,6.25,5.75,6.0,74
2022-10-19,6.5,6.75,5.75,6.0,499
2022-10-20,5.75,6.75,5.75,6.5,1523
2022-10-21,6.5,6.75,6.25,6.25,337
2022-10-24,6.25,6.5,6.25,6.25,185
2022-10-25,6.0,6.25,5.75,6.25,439
2022-10-26,6.0,6.0,5.75,5.75,659
2022-10-27,6.0,6.0,5.75,6.0,578
2022-10-28,6.0,6.0,5.25,5.75,1184
2022-10-31,6.0,6.0,5.25,5.25,666
2022-11-01,5.5,6.0,5.0,5.0,1927
2022-11-02,5.5,5.75,5.0,5.5,921
2022-11-03,5.75,6.0,5.5,5.5,323
2022-11-04,5.75,6.25,5.5,5.75,802
2022-11-07,5.75,6.5,5.5,5.75,1396
2022-11-08,6.25,6.25,5.75,6.0,341
2022-11-09,5.75,6.0,5.25,5.75,1061
2022-11-10,5.75,6.5,5.0,5.5,8202
2022-11-11,5.25,6.25,5.0,6.25,6000
2022-11-14,4.5,5.5,2.75,5.25,13942
2022-11-15,4.5,5.0,4.5,5.0,1613
2022-11-16,5.5,5.75,4.5,4.5,11681
2022-11-17,4.25,6.5,3.5,6.25,30224
2022-11-18,5.0,5.0,4.25,4.25,5245
2022-11-21,4.5,5.25,4.5,5.0,2806
2022-11-22,5.0,5.0,4.25,4.5,3898
2022-11-23,4.75,5.0,4.25,4.5,5112
2022-11-25,4.75,5.0,4.25,4.5,3271
2022-11-28,4.5,4.75,3.0,4.5,3191
2022-11-29,4.5,5.0,4.5,4.5,2004
2022-11-30,4.5,4.75,4.5,4.5,3387
2022-12-01,4.5,4.75,4.25,4.5,2722
2022-12-02,4.75,4.75,4.25,4.75,3641
2022-12-05,4.5,4.75,4.5,4.75,4350
2022-12-06,4.25,4.75,3.5,4.75,17737
2022-12-07,4.0,4.5,3.75,4.25,5657
2022-12-08,3.75,4.0,3.25,3.25,6146
2022-12-09,4.0,4.0,3.5,3.75,1867
2022-12-12,3.75,4.25,3.25,3.75,5419
2022-12-13,3.75,4.0,3.0,3.75,5149
2022-12-14,3.75,3.75,3.5,3.75,1992
2022-12-15,3.5,4.0,3.25,3.75,2554
2022-12-16,3.5,4.0,3.25,3.25,4966
2022-12-19,3.25,3.25,2.75,2.75,5789
2022-12-20,3.0,3.75,2.75,3.25,12067
2022-12-21,3.0,3.5,2.75,2.75,7561
2022-12-22,3.25,3.5,2.75,3.0,3486
2022-12-23,3.25,3.5,3.0,3.25,4236
2022-12-27,3.5,4.25,3.0,3.25,11506
2022-12-28,3.5,3.75,3.25,3.5,9349
2022-12-29,4.0,4.25,3.5,3.5,7418
2022-12-30,4.0,4.25,3.75,4.0,13736
2023-01-03,4.25,4.5,3.25,4.0,8742
2023-01-04,4.0,4.25,3.75,4.0,1968
2023-01-05,4.25,4.25,3.75,4.0,6563
2023-01-06,4.0,4.25,4.0,4.25,2561
2023-01-09,3.75,4.25,3.75,4.0,2164
2023-01-10,4.0,4.25,3.75,3.75,892
2023-01-11,4.0,4.25,3.75,3.75,5740
2023-01-12,4.25,4.25,3.5,3.75,8916
2023-01-13,4.25,4.25,3.75,3.75,2322
2023-01-17,4.5,4.5,3.25,4.0,4218
2023-01-18,4.75,4.75,4.25,4.5,6832
2023-01-19,4.5,4.75,4.5,4.75,1968
2023-01-20,4.75,5.0,4.25,4.75,9280
2023-01-23,4.75,5.0,4.5,4.75,6306
2023-01-24,4.75,5.0,4.75,5.0,9252
2023-01-25,5.75,6.25,4.75,4.75,14962
2023-01-26,7.0,7.25,5.5,5.75,13165
2023-01-27,7.25,8.0,6.5,7.25,15988
2023-01-30,7.25,7.5,6.5,7.25,7126
2023-01-31,8.5,9.5,6.75,7.0,18697
2023-02-01,9.5,9.5,8.5,8.75,17152
2023-02-02,12.5,13.25,9.0,9.75,44186
2023-02-03,11.5,14.0,10.5,12.75,23730
2023-02-06,11.25,11.75,9.0,11.75,22116
2023-02-07,11.0,12.5,10.0,11.5,15384
2023-02-08,10.75,11.75,10.0,11.0,7136
2023-02-09,9.5,11.0,9.0,11.0,4894
2023-02-10,9.75,10.0,9.25,10.0,4746
2023-02-13,9.25,10.5,9.25,9.25,5110
2023-02-14,9.75,10.5,9.25,9.25,2956
2023-02-15,9.75,10.0,9.5,10.0,1754
2023-02-16,9.25,10.0,9.0,9.5,5338
2023-02-17,9.0,9.5,8.5,9.0,4133
2023-02-21,7.5,9.75,6.5,9.75,10377
2023-02-22,7.5,7.5,6.5,7.5,4216
2023-02-23,8.0,9.5,6.75,7.5,5992
2023-02-24,8.0,8.75,7.75,8.75,4763
2023-02-27,6.5,8.0,6.25,6.25,7738
2023-02-28,7.75,7.75,6.5,6.75,6807
2023-03-01,7.0,7.75,6.25,6.75,4700
2023-03-02,7.5,7.75,6.75,7.0,3555
2023-03-03,7.75,8.5,6.75,7.5,3988
2023-03-06,7.5,8.75,7.25,7.5,5780
2023-03-07,7.25,7.5,6.75,6.75,1350
2023-03-08,6.5,7.5,5.75,6.5,7048
2023-03-09,6.75,7.5,6.0,6.0,2419
2023-03-10,7.0,7.25,6.75,6.75,2009
2023-03-13,6.75,7.25,6.75,7.0,1644
2023-03-14,6.5,7.0,6.0,6.75,2901
2023-03-15,6.25,6.75,5.25,6.25,3142
2023-03-16,6.0,6.25,5.5,6.25,4035
2023-03-17,5.5,6.25,5.25,5.25,3445
2023-03-20,5.25,5.5,5.0,5.5,5989
2023-03-21,5.75,6.0,5.0,5.25,1741
2023-03-22,5.5,5.75,5.0,5.5,1384
2023-03-23,5.25,5.75,5.0,5.75,1762
2023-03-24,5.5,5.5,5.0,5.25,4410
2023-03-27,5.25,5.5,4.75,5.0,6790
2023-03-28,4.75,5.25,4.0,5.0,12249
2023-03-29,4.5,5.0,4.0,4.5,4164
2023-03-30,4.25,4.5,3.75,4.25,24185
2023-03-31,4.25,4.5,3.75,3.75,9006
2023-04-03,3.75,4.25,3.75,4.25,11818
2023-04-04,4.25,4.25,3.75,3.75,5105
2023-04-05,4.25,4.25,3.5,4.0,8334
2023-04-06,3.75,4.25,3.5,4.0,1586
2023-04-10,4.0,4.25,3.25,3.75,9939
2023-04-11,4.0,4.25,3.25,3.75,2899
2023-04-12,4.0,4.25,3.75,3.75,3341
2023-04-13,4.25,4.5,4.0,4.0,9445
2023-04-14,4.0,5.0,4.0,4.25,4582
2023-04-17,4.25,4.5,3.75,4.0,4498
2023-04-18,4.25,4.5,4.0,4.0,1393
2023-04-19,4.0,4.25,4.0,4.25,3279
2023-04-20,3.75,4.25,3.5,4.0,6335
2023-04-21,3.5,3.75,3.5,3.75,3185
2023-04-24,3.5,3.75,3.5,3.5,1639
2023-04-25,3.5,3.75,3.5,3.5,820
2023-04-26,3.5,3.75,3.5,3.5,765
2023-04-27,3.5,4.5,3.5,3.5,12358
2023-04-28,3.25,3.75,3.25,3.5,2082
2023-05-01,3.25,3.5,3.25,3.25,1957
2023-05-02,3.5,3.5,3.25,3.25,1947
2023-05-03,3.25,3.5,3.25,3.5,2473
2023-05-04,3.5,3.5,3.25,3.25,2740
2023-05-05,4.0,4.25,3.5,3.5,5123
2023-05-08,3.75,4.0,3.5,4.0,4375
2023-05-09,3.75,4.0,3.75,3.75,3440
2023-05-10,3.5,3.75,3.5,3.75,4663
2023-05-11,3.75,3.75,3.5,3.5,4151
2023-05-12,3.75,4.0,3.5,3.75,3194
2023-05-15,4.0,4.25,3.75,3.75,11482
2023-05-16,3.75,4.25,3.5,4.0,11030
2023-05-17,3.75,4.0,3.75,3.75,4977
2023-05-18,3.5,3.75,3.0,3.75,16549
2023-05-19,4.25,4.25,3.5,3.5,9212
2023-05-22,4.0,4.25,3.75,3.75,3752
2023-05-23,3.75,4.0,3.75,4.0,1661
2023-05-24,3.5,3.75,3.25,3.75,1808
2023-05-25,3.75,3.75,3.5,3.75,2035
2023-05-26,3.75,4.0,3.5,3.75,1456
2023-05-30,3.75,4.0,3.25,3.5,6276
2023-05-31,3.75,3.75,3.5,3.5,2110
2023-06-01,3.5,4.0,3.5,3.5,3628
2023-06-02,3.5,3.75,3.5,3.5,1260
2023-06-05,4.0,4.0,3.5,3.5,4308
2023-06-06,3.5,4.25,3.5,3.75,4108
2023-06-07,4.0,4.25,3.5,3.5,1212
2023-06-08,4.0,4.0,3.5,4.0,3718
2023-06-09,3.75,4.25,3.75,4.0,820
2023-06-12,4.0,4.25,3.75,3.75,4140
2023-06-13,4.0,4.25,4.0,4.0,973
2023-06-14,4.0,4.25,4.0,4.0,1025
2023-06-15,4.5,4.5,4.0,4.0,2540
2023-06-16,4.5,4.5,4.25,4.5,5078
2023-06-20,5.0,5.0,4.25,4.25,9338
2023-06-21,6.25,7.0,4.75,4.75,6960
2023-06-22,5.75,7.5,5.0,5.5,13104
2023-06-23,5.75,5.75,5.0,5.5,3696
2023-06-26,6.0,6.25,5.0,5.75,2199
2023-06-27,5.5,6.0,5.5,6.0,4002
2023-06-28,5.5,5.75,5.5,5.5,4628
2023-06-29,5.25,6.0,5.25,6.0,1061
2023-06-30,5.25,5.75,5.0,5.25,2810
2023-07-03,5.25,5.75,5.0,5.0,362
2023-07-05,5.5,6.0,4.75,4.75,1483
2023-07-06,6.0,6.0,5.0,5.0,3916
2023-07-07,5.0,6.0,5.0,5.0,1192
2023-07-10,5.0,5.75,5.0,5.75,3042
2023-07-11,5.25,6.0,5.0,5.0,4008
2023-07-12,5.25,5.75,5.25,5.5,4624
2023-07-13,5.25,5.25,5.0,5.0,2152
2023-07-14,5.25,6.0,5.0,5.25,3753
2023-07-17,6.0,6.0,5.25,5.25,4271
2023-07-18,6.0,6.25,5.75,6.0,6285
2023-07-19,6.0,6.25,5.75,6.0,1461
2023-07-20,6.0,6.25,5.75,6.0,3431
2023-07-21,6.75,6.75,6.0,6.0,3752
2023-07-24,7.5,7.75,6.5,6.75,6932
2023-07-25,7.5,8.75,6.25,7.5,12081
2023-07-26,7.75,8.75,7.0,7.5,2847
2023-07-27,7.75,8.5,7.25,7.5,2713
2023-07-28,6.5,7.75,6.5,7.5,4161
2023-07-31,5.75,6.5,5.5,6.5,5007
2023-08-01,5.25,6.25,5.0,6.25,4117
2023-08-02,5.25,5.75,5.0,5.25,10240
2023-08-03,5.0,5.25,5.0,5.25,1315
2023-08-04,5.0,5.25,4.75,4.75,2606
2023-08-07,5.25,6.25,4.5,6.25,1067
2023-08-08,4.75,5.5,4.5,5.5,3102
2023-08-09,4.75,5.25,4.75,4.75,2334
2023-08-10,4.75,5.0,4.75,4.75,5347
2023-08-11,4.25,4.75,4.0,4.75,6892
2023-08-14,4.0,4.25,3.75,4.25,10921
2023-08-15,4.0,4.5,3.5,4.0,7329
2023-08-16,3.75,4.25,3.75,4.0,6041
2023-08-17,4.25,4.5,3.75,3.75,1715
2023-08-18,4.0,4.75,3.75,4.25,8620
2023-08-21,3.25,4.25,3.0,3.75,21607
2023-08-22,2.75,3.25,2.5,3.25,39658
2023-08-23,2.5,3.0,2.5,3.0,17726
2023-08-24,2.5,2.75,1.75,2.5,19742
2023-08-25,3.5,3.75,2.5,2.5,10174
2023-08-28,4.5,4.75,3.25,3.5,14415
2023-08-29,4.0,4.75,4.0,4.5,13806
2023-08-30,4.0,4.5,3.75,4.0,3969
2023-08-31,4.5,4.75,3.75,4.0,4431
2023-09-01,4.25,4.5,4.0,4.25,1171
2023-09-05,4.25,4.25,3.75,3.75,3490
2023-09-06,4.0,4.25,3.75,3.75,1304
2023-09-07,4.5,4.5,3.75,3.75,9897
2023-09-08,3.1500000953674316,10.0,2.109999895095825,2.109999895095825,2500
2023-09-11,2.5,3.5,2.5,2.700000047683716,25700
2023-09-12,2.3499999046325684,2.694999933242798,2.3499999046325684,2.5,7000
2023-09-13,2.450000047683716,2.990000009536743,2.009999990463257,2.009999990463257,2500
2023-09-14,1.9830000400543213,2.890000104904175,1.850000023841858,2.822999954223633,22600
2023-09-15,1.8799999952316284,2.009999990463257,1.8480000495910645,1.9299999475479126,17000
2023-09-18,2.140000104904175,2.2899999618530273,1.8799999952316284,1.8799999952316284,11500
2023-09-19,2.6500000953674316,2.828000068664551,2.200000047683716,2.200000047683716,9500
2023-09-20,3.200000047683716,3.440000057220459,2.549999952316284,2.5999999046325684,3600
2023-09-21,3.130000114440918,3.6500000953674316,3.130000114440918,3.430000066757202,5100
2023-09-22,3.4100000858306885,3.4100000858306885,2.990000009536743,3.190000057220459,4900
2023-09-25,3.546999931335449,3.609999895095825,3.4200000762939453,3.5,32300
2023-09-26,3.5299999713897705,3.5399999618530273,3.2829999923706055,3.5399999618530273,3900
2023-09-27,3.1500000953674316,3.5299999713897705,3.055000066757202,3.5299999713897705,4200
2023-09-28,3.4549999237060547,4.0,3.1500000953674316,3.4800000190734863,9000
2023-09-29,4.090000152587891,4.090000152587891,3.9000000953674316,4.0,4300
2023-10-02,3.930000066757202,4.340000152587891,3.930000066757202,4.0289998054504395,9500
2023-10-03,4.050000190734863,4.199999809265137,3.8499999046325684,4.130000114440918,2900
2023-10-04,3.700000047683716,4.0,3.6600000858306885,4.0,6500
2023-10-05,3.259999990463257,3.700000047683716,3.049999952316284,3.5899999141693115,6200
2023-10-06,2.9630000591278076,3.109999895095825,2.9000000953674316,3.109999895095825,3500
2023-10-09,2.8299999237060547,2.8440001010894775,2.799999952316284,2.8299999237060547,800
2023-10-10,2.5,2.880000114440918,2.3499999046325684,2.880000114440918,4600
2023-10-11,2.799999952316284,2.950000047683716,2.5,2.7249999046325684,2900
2023-10-12,2.5,2.799999952316284,2.5,2.799999952316284,16000
2023-10-13,2.640000104904175,2.640000104904175,2.359999895095825,2.5,2700
2023-10-16,2.700000047683716,2.75,2.5999999046325684,2.5999999046325684,1400
2023-10-17,2.9000000953674316,2.9000000953674316,2.509999990463257,2.700000047683716,2200
2023-10-18,2.9000000953674316,2.9000000953674316,2.700000047683716,2.9000000953674316,1000
2023-10-19,2.6040000915527344,2.950000047683716,2.5799999237060547,2.950000047683716,2100
2023-10-20,2.5999999046325684,2.5999999046325684,2.5,2.549999952316284,1700
2023-10-23,2.5999999046325684,2.700000047683716,2.5,2.5,1600
2023-10-24,2.4100000858306885,2.700000047683716,2.0299999713897705,2.5,5800
2023-10-25,1.850000023841858,2.4030001163482666,1.850000023841858,2.4030001163482666,12600
2023-10-26,1.5199999809265137,2.0,1.5199999809265137,1.899999976158142,5200
2023-10-27,1.6299999952316284,1.75,1.6100000143051147,1.6380000114440918,1800
2023-10-30,1.690000057220459,1.7000000476837158,1.6399999856948853,1.7000000476837158,5400
2023-10-31,1.75,1.7999999523162842,1.718000054359436,1.718000054359436,3500
2023-11-01,1.600000023841858,1.7599999904632568,1.600000023841858,1.7230000495910645,7600
2023-11-02,1.6200000047683716,1.7400000095367432,1.600000023841858,1.600000023841858,1500
2023-11-03,1.7000000476837158,1.7000000476837158,1.600000023841858,1.6200000047683716,5900
2023-11-06,1.75,1.850000023841858,1.6299999952316284,1.850000023841858,2700
2023-11-07,1.75,1.7999999523162842,1.649999976158142,1.75,3100
2023-11-08,1.7999999523162842,1.7999999523162842,1.649999976158142,1.7000000476837158,5900
2023-11-09,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,1400
2023-11-10,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7000000476837158,4000
2023-11-13,1.7000000476837158,1.850000023841858,1.7000000476837158,1.7000000476837158,2800
2023-11-14,1.5750000476837158,1.7400000095367432,1.5,1.7000000476837158,10600
2023-11-15,1.440000057220459,1.649999976158142,1.440000057220459,1.5499999523162842,7300
2023-11-16,1.524999976158142,1.524999976158142,1.5,1.5,800
2023-11-17,1.7400000095367432,1.7400000095367432,1.5499999523162842,1.5499999523162842,5000
2023-11-20,1.6929999589920044,1.7699999809265137,1.6299999952316284,1.7400000095367432,3900
2023-11-21,1.6100000143051147,1.7100000381469727,1.440000057220459,1.7100000381469727,6400
2023-11-22,1.5199999809265137,1.7300000190734863,1.5199999809265137,1.6100000143051147,9500
2023-11-24,1.5499999523162842,1.690000057220459,1.5499999523162842,1.690000057220459,700
2023-11-27,1.5499999523162842,1.600000023841858,1.5,1.600000023841858,3800
2023-11-28,1.5499999523162842,1.7000000476837158,1.5499999523162842,1.600000023841858,3100
2023-11-29,1.6019999980926514,1.7000000476837158,1.559999942779541,1.559999942779541,1600
2023-11-30,1.6100000143051147,1.7000000476837158,1.600000023841858,1.600000023841858,2400
2023-12-01,1.7300000190734863,2.009999990463257,1.440000057220459,1.600000023841858,10700
2023-12-04,1.7799999713897705,2.1500000953674316,1.7300000190734863,2.0,10200
2023-12-05,2.8399999141693115,2.9800000190734863,2.430000066757202,2.450000047683716,21400
2023-12-06,4.010000228881836,4.349999904632568,2.9100000858306885,2.940000057220459,60000
2023-12-07,4.21999979019165,4.449999809265137,4.079999923706055,4.110000133514404,35300
2023-12-08,3.5,4.400000095367432,3.0,4.230000019073486,27100
2023-12-11,4.0,4.449999809265137,3.7799999713897705,3.8499999046325684,26100
2023-12-12,3.5899999141693115,4.0,3.130000114440918,3.950000047683716,16800
2023-12-13,3.0999999046325684,3.4079999923706055,2.619999885559082,3.0,18400
2023-12-14,2.950000047683716,3.109999895095825,2.630000114440918,3.0840001106262207,17400
2023-12-15,2.9000000953674316,3.3499999046325684,2.8499999046325684,2.940000057220459,7400
2023-12-18,3.0829999446868896,3.25,2.9100000858306885,3.049999952316284,8500
2023-12-19,3.200000047683716,3.2899999618530273,3.059999942779541,3.0799999237060547,2700
2023-12-20,3.049999952316284,3.299999952316284,2.8399999141693115,3.25,12200
2023-12-21,3.059999942779541,3.2829999923706055,3.059999942779541,3.2829999923706055,2900
2023-12-22,2.9600000381469727,3.1500000953674316,2.9149999618530273,3.009999990463257,10300
2023-12-26,2.75,2.984999895095825,2.75,2.9700000286102295,6200
2023-12-27,2.549999952316284,2.819999933242798,2.3299999237060547,2.75,17200
2023-12-28,2.549999952316284,2.7200000286102295,2.5199999809265137,2.549999952316284,7000
2023-12-29,2.7200000286102295,2.7200000286102295,2.5,2.609999895095825,4300
2024-01-02,2.7200000286102295,2.934999942779541,2.4000000953674316,2.5799999237060547,13400
2024-01-03,2.549999952316284,2.7260000705718994,2.4000000953674316,2.7200000286102295,1600
2024-01-04,2.5899999141693115,2.5899999141693115,2.5899999141693115,2.5899999141693115,800
2024-01-05,2.380000114440918,2.380000114440918,2.380000114440918,2.380000114440918,1200
2024-01-08,2.4200000762939453,2.4200000762939453,2.308000087738037,2.380000114440918,3400
2024-01-09,2.5999999046325684,2.9049999713897705,2.25,2.25,4900
2024-01-10,2.9100000858306885,2.9100000858306885,2.5,2.5,4000
2024-01-11,2.890000104904175,2.890000104904175,2.890000104904175,2.890000104904175,600
2024-01-12,2.799999952316284,2.880000114440918,2.799999952316284,2.865000009536743,4000
2024-01-16,2.6700000762939453,2.75,2.5,2.5999999046325684,4400
2024-01-17,2.740000009536743,2.740000009536743,2.6500000953674316,2.7130000591278076,500
2024-01-18,2.619999885559082,2.6500000953674316,2.309999942779541,2.309999942779541,4400
2024-01-19,2.630000114440918,2.630000114440918,2.299999952316284,2.299999952316284,1600
2024-01-22,2.299999952316284,2.5,2.2799999713897705,2.450000047683716,5700
2024-01-23,2.299999952316284,2.4000000953674316,2.299999952316284,2.3499999046325684,2900
2024-01-24,2.3499999046325684,2.5799999237060547,2.2850000858306885,2.3610000610351562,8300
2024-01-25,2.25,2.490000009536743,2.25,2.490000009536743,5700
2024-01-26,2.325000047683716,2.3499999046325684,2.259999990463257,2.299999952316284,2200
2024-01-29,3.0,3.0199999809265137,2.380000114440918,2.380000114440918,12100
2024-01-30,3.140000104904175,3.200000047683716,3.0,3.140000104904175,4600
2024-01-31,4.0,4.099999904632568,3.244999885559082,3.244999885559082,8900
2024-02-01,3.690000057220459,4.050000190734863,3.6500000953674316,4.050000190734863,4900
2024-02-02,4.00600004196167,4.041999816894531,3.5950000286102295,3.5950000286102295,4500
2024-02-05,4.429999828338623,4.440000057220459,4.0,4.099999904632568,17600
2024-02-06,5.300000190734863,5.449999809265137,4.5,4.5,23600
2024-02-07,4.900000095367432,5.489999771118164,4.559999942779541,5.25,19200
2024-02-08,5.5,5.5,4.900000095367432,4.900000095367432,8000
